Total Visits,Population,MedianIncome,MedianAge,Family,Nonfamily,Householdsize0,Householdsize2,Pop Age 15+: Married,Pop Age 15+: Nevermarried,Pop Age 15+: Divorced,Pop Age 25+: Bachelor's Degree,Pop Age 25 Grad Professional,Adult,Blackpop,Whitepop,Hispanicpop,Mobility,PopulationGrowthRate,Personal Crime Index (AGS),Motor Vehicle Theft Aggregate (AGS),AREA,POP_C,Population_Density,Female_density,GDP,Is_Florida,Is_Tennessee,Is_Alabama,TJ.Maxx,Marshalls,HomeGoods,Total_competing_store_count_3m,Total_competing_store_visits_3m,Lowe's_3m,The Home Depot_3m,Walmart_3m,Burlington_3m,Kohl's_3m,Ross Dress for Less_3m,Lowe's_visits_3m,The Home Depot_visits_3m,Walmart_visits_3m,Burlington_visits_3m,Kohl's_visits_3m,Ross Dress for Less_visits_3m,Total_competing_store_count1,Total_competing_store_visits1,Lowe's_1m,The Home Depot_1m,Burlington_1m,Kohl's_1m,Ross Dress for Less_1m,Lowe's_visits_1m,The Home Depot_visits_1m,Burlington_visits_1m,Kohl's_visits_1m,Ross Dress for Less_visits_1m,Total_grocery_store_count,Total_grocery_store_visits,Aldi's_3m,Publix_3m,The Fresh Market_3m,Whole Foods Market_3m,Winn-Dixie_3m,Aldi's_visits_3m,Publix_visits_3m,The Fresh Market_visits_3m,Whole Foods Market_visits_3m,Winn-Dixie_visits_3m,num_star,tjmaxx_3m,Marshalls_3m,Homegoods_3m,tjmaxx_visits_3m,Marshalls_visits_3m,Homegoods_visits_3m
301033,7195,49258,34.1,1500,1003,310,715,2194,2335,965,1117,622,5442,1143,3447,5372,6930,2.27,214,1237709,0.52929823,6169,13593.47074,0.519110493,140522662,1,0,0,0,0,1,1,232559,0,0,0,0,0,1,0,0,0,0,0,232559,1,232559,0,0,0,0,1,0,0,0,0,232559,7,5873370,0,4,0,1,2,0,3815667,0,863779,1193924,3,0,1,0,0,424338,0
287583,6246,89366,71.9,2031,1065,2182,373,4132,919,197,673,1098,5823,0,6138,385,6246,-0.65,30,99054,3.88219365,5569,1608.884194,0.491994877,8775826,1,0,0,0,0,1,5,4344764,1,1,1,1,0,1,600099,813592,478284,2166537,0,286252,5,4344764,1,1,1,0,1,600099,813592,2166537,0,286252,3,1740707,1,1,0,0,0,276266,790083,0,0,0,0,0,0,0,0,0,0
283091,6334,83194,46.8,1696,838,543,1049,3190,1569,663,780,637,5133,239,5988,338,6278,0.51,51,220380,3.66859524,6787,1726.546426,0.471897695,12330615,1,0,0,0,0,1,2,2938202,0,0,0,1,0,1,0,0,0,2542159,0,396043,2,2938202,0,0,1,0,1,0,0,2542159,0,396043,5,3001178,0,3,0,0,1,0,2210101,0,0,349314,2,0,1,0,0,555623,0
277716,3762,68750,35.4,756,950,407,458,911,1429,638,572,121,3048,630,2796,468,3717,-0.31,122,351900,0.74376497,3551,5058.049453,0.48856991,45673601,1,0,0,0,0,1,2,3280966,0,1,0,1,0,0,0,857836,0,2423130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5471851,0,4,0,0,3,0,4007978,0,0,1021367,1,1,1,0,528605,279016,0
257867,4664,71528,55.7,1334,474,686,459,2407,1159,456,720,474,4087,445,3760,686,4652,-0.19,30,26675,2.64981318,5416,1760.124085,0.507933105,24277041,1,0,0,0,0,1,6,4582839,1,1,0,1,1,2,566126,602576,0,2229728,455402,729007,2,883438,0,0,0,1,1,0,0,0,455402,428036,8,5019668,1,3,0,0,3,306351,2926731,0,0,1167827,1,0,1,0,0,375449,0
255909,4486,108654,32.1,1106,409,230,425,1754,1554,257,643,423,3492,605,2425,393,4369,-0.07,122,609412,1.37497301,4677,3262.609497,0.509808292,60529067,1,0,0,0,0,1,6,6066418,1,1,0,2,1,1,609760,896075,0,3813010,405081,342492,3,2825854,0,0,1,1,1,0,0,2078281,405081,342492,7,3597574,0,2,1,0,2,0,1780342,334744,0,697711,0,1,0,0,468333,0,0
249352,9136,69517,36.3,2377,1032,566,875,4587,1737,898,918,230,7190,3364,3985,1706,8882,0.96,135,1235700,9.6105884,10795,950.6181744,0.494636602,60529067,1,0,0,0,0,1,3,1522076,0,1,0,0,1,1,0,725550,0,0,314851,481675,3,1522076,0,1,0,1,1,0,725550,0,314851,481675,4,2835974,1,2,0,0,1,262602,1906534,0,0,666838,1,0,0,0,0,0,0
242747,7046,42923,32.5,1436,1617,654,1069,2136,2805,736,1540,769,5608,1029,4234,3668,6915,1.61,221,2203812,4.41368984,9054,1596.396724,0.489213738,83705113,1,0,0,0,0,1,5,4664904,1,1,0,1,1,1,759998,728162,0,2370454,311930,494360,1,494360,0,0,0,0,1,0,0,0,0,494360,6,5224537,1,3,0,0,0,169842,2702782,0,0,0,1,0,1,0,0,339297,0
240966,7537,65327,33.3,2053,647,637,894,3068,2065,578,416,318,5478,539,6351,179,7528,8.96,84,230975,50.87480365,8152,148.1479919,0.418866923,2506699,1,0,0,0,0,1,5,2905439,1,1,0,1,1,1,515039,505402,0,1502466,175047,207485,4,2390400,0,1,1,1,1,0,505402,1502466,175047,207485,3,1451461,1,1,0,0,1,76809,1015565,0,0,359087,1,1,0,0,384661,0,0
225273,3424,85521,43.5,814,669,345,336,1368,765,504,746,394,2660,278,2542,815,3424,0.28,125,397296,1.07871366,4765,3174.150961,0.502044393,83705113,1,0,0,0,0,1,3,3775633,0,0,0,1,0,2,0,0,0,3009872,0,765761,1,303226,0,0,0,0,1,0,0,0,0,303226,7,4284984,0,3,1,1,0,0,2076786,262119,1081987,0,1,1,0,0,345585,0,0
224992,6020,93977,36.9,1376,428,255,747,2663,1305,168,956,387,4351,1006,4449,1613,6020,0.44,153,785372,2.54084658,7919,2369.289058,0.51461794,9373794,1,0,0,0,0,1,5,4606693,1,1,0,1,1,1,781821,786932,0,2318440,363451,356049,3,1924802,1,1,0,0,1,781821,786932,0,0,356049,4,2866565,1,2,0,0,1,296874,2176149,0,0,393542,0,1,0,0,335203,0,0
216774,4978,59957,32.5,1135,1160,392,824,1920,2010,503,1090,515,4278,943,2708,1786,4903,0.41,410,3223808,1.16203028,6970,4283.881484,0.570510245,83705113,1,0,0,0,0,1,6,5167264,0,1,0,2,0,3,0,669750,0,3502616,0,994898,3,1202113,0,1,0,0,2,0,669750,0,0,532363,4,2376836,1,2,0,0,0,130063,1758306,0,0,0,4,1,1,0,345585,392484,0
207024,2827,77656,62.3,792,450,705,159,1412,216,542,262,91,2463,203,2573,57,2827,1.43,40,19128,0.55145415,2348,5126.446142,0.515387336,14048289,1,0,0,0,0,1,2,3760258,0,1,0,1,0,0,0,1049859,0,2710399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4419285,1,3,1,0,2,242535,3280245,228865,0,667640,1,0,1,0,0,305582,0
205392,4163,105192,35,940,719,248,453,1820,1229,275,1023,590,3183,683,2217,522,4109,0.03,112,244640,1.37707659,4469,3023.070779,0.525582513,83550687,1,0,0,0,0,1,4,3529690,1,1,0,1,0,1,548756,810265,0,1923394,0,247275,1,810265,0,1,0,0,0,0,810265,0,0,0,4,2690723,0,2,0,0,1,0,2037334,0,0,324534,1,0,0,0,0,0,0
202822,4170,65025,53.5,1102,784,515,575,2383,701,509,524,375,3795,112,3380,1999,4170,0.45,88,194376,1.65652326,4544,2517.320523,0.470263789,29010141,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2558294,0,3,1,0,0,0,2255322,302972,0,0,1,0,0,0,0,0,0
164402,4739,60333,39,1154,503,328,597,1822,1219,587,250,312,3573,529,3232,1378,4706,-0.5,141,712586,0.59657444,4450,7943.685955,0.446718717,95048259,1,0,0,0,0,1,4,3902338,1,1,0,1,0,1,1086355,1050432,0,1469632,0,295919,2,1382274,1,0,0,0,1,1086355,0,0,0,295919,7,5009611,1,4,0,1,1,261082,3520313,0,900924,327292,1,0,0,0,0,0,0
111883,3804,153036,45,955,458,261,456,1731,814,474,878,765,2862,118,3005,1889,3790,-0.61,40,248704,1.13928498,4184,3338.936321,0.514195584,140522662,1,0,0,0,0,1,2,1512161,0,1,0,0,0,1,0,1233414,0,0,0,278747,1,1233414,0,1,0,0,0,0,1233414,0,0,0,6,5114334,0,4,1,1,0,0,3409989,656538,1047807,0,0,1,1,0,337427,335509,0
819819,5318,74527,44,1104,824,515,680,1635,1404,1079,635,389,4303,1206,3763,1130,5308,0.19,52,196680,1.60898,5928,3305.199567,0.529522377,75792930,1,0,0,0,1,0,6,5790105,1,1,1,1,1,1,768930,1259049,465065,2418940,437250,440871,0,0,0,0,0,0,0,0,0,0,0,0,7,4281281,0,4,1,0,1,0,3391729,249086,0,290115,1,1,0,0,420064,0,0
754601,8489,86296,49.3,2308,1231,1385,682,3949,1933,920,1086,760,6966,277,7365,317,8364,0.45,27,320320,67.81313738,9319,125.1822335,0.489456944,16551140,1,0,0,0,1,0,5,4453177,1,1,0,1,1,1,790418,697967,0,2347797,380662,236333,2,1171080,1,0,0,1,0,790418,0,0,380662,0,4,3208519,0,2,0,0,1,0,2156466,0,0,397994,2,0,0,0,0,0,0
702859,3246,113354,58.7,694,566,615,258,1696,539,328,365,187,2739,22,2995,155,3201,1.18,128,577760,3.55385728,3244,913.3737638,0.594886014,5986673,1,0,0,0,1,0,4,4140556,1,1,0,1,0,1,833827,1017508,0,1983272,0,305949,4,4140556,1,1,1,0,1,833827,1017508,1983272,0,305949,1,907942,0,1,0,0,0,0,907942,0,0,0,2,0,0,0,0,0,0
650072,5555,96369,42.4,1344,308,0,406,2303,1562,543,1231,329,4140,1371,2720,697,5555,0.02,46,232008,2.65010496,5459,2096.143392,0.63150315,83705113,1,0,0,0,1,0,3,1475657,1,0,1,0,0,1,799418,0,251441,0,0,424798,3,1475657,1,0,0,0,1,799418,0,0,0,424798,5,2507034,2,3,0,0,0,397017,2110017,0,0,0,2,0,0,0,0,0,0
622791,4944,32330,47.9,1204,823,781,628,2164,951,492,482,125,3959,61,3998,4910,4926,0.43,57,493020,0.48966039,4870,10096.79382,0.604571197,140522662,1,0,0,0,1,0,7,7572591,1,1,2,1,0,2,842397,1321462,1268576,3228991,0,911165,5,6193432,1,1,1,0,1,842397,1321462,3228991,0,418597,7,7026795,1,4,0,0,0,266960,4383133,0,0,0,1,1,0,0,584261,0,0
599968,7990,60536,36.2,1647,939,852,639,2925,2578,830,1166,390,6377,734,6609,741,7702,2.64,84,503738,6.14907755,7918,1299.381889,0.528410513,8943146,1,0,0,0,1,0,4,3551928,1,1,0,1,0,1,638069,752213,0,1859166,0,302480,4,3551928,1,1,1,0,1,638069,752213,1859166,0,302480,3,1521862,1,1,0,0,1,247066,945844,0,0,328952,1,0,0,0,0,0,0
562742,3296,23553,44.9,932,390,392,515,1240,919,670,251,165,2749,71,2786,3102,3280,-0.63,30,160974,0.15084713,3088,21849.9351,0.554308252,140522662,1,0,0,0,1,0,5,4373055,0,2,1,0,0,2,0,2559976,927800,0,0,885279,0,0,0,0,0,0,0,0,0,0,0,0,7,6173653,1,4,0,0,1,335955,4286044,0,0,819950,0,1,0,0,357749,0,0
559928,7478,40858,39,1235,1579,829,823,1946,2691,973,303,336,5645,785,4748,5405,7418,0.8,149,1114908,1.69607117,6905,4409.013096,0.596416154,9751770,1,0,0,0,1,0,9,6157786,1,2,1,1,1,3,669565,1568848,303897,2154848,451703,1008925,5,2277517,1,0,0,1,2,669565,0,0,451703,852352,8,4861002,1,4,1,0,0,215268,3001373,259322,0,0,1,1,0,0,440521,0,0
559641,4437,56924,36.7,931,742,714,369,1470,1053,617,684,341,3268,382,3830,735,4334,0.15,47,173094,1.12623391,3433,3939.678925,0.535046202,25297584,1,0,0,0,1,0,4,3681010,1,0,0,1,1,1,747139,0,0,1910578,555994,467299,2,2377877,0,0,1,0,1,0,0,1910578,0,467299,5,4084671,0,4,0,0,1,0,3806418,0,0,278253,0,0,0,1,0,0,374706
555623,5580,91923,38.1,1454,311,293,720,2374,1029,437,1271,313,3724,72,5039,497,5430,0.29,72,119712,2.93241765,5068,1902.866735,0.524014337,12330615,1,0,0,0,1,0,2,2938202,0,0,0,1,0,1,0,0,0,2542159,0,396043,2,2938202,0,0,1,0,1,0,0,2542159,0,396043,4,2651864,0,3,0,0,0,0,2210101,0,0,0,2,0,0,1,0,0,283091
552525,2295,71711,30.2,540,501,205,221,830,575,277,188,53,1663,447,1221,1298,2295,0.91,192,223500,0.35268021,2202,6507.311539,0.547276688,83550687,1,0,0,0,1,0,4,4627222,2,1,0,1,0,0,1565548,1191297,0,1870377,0,0,1,1870377,0,0,1,0,0,0,0,1870377,0,0,8,5118108,0,3,1,0,1,0,2790635,280584,0,360215,0,0,0,0,0,0,0
548214,6817,106345,39.9,1819,667,176,1007,3229,1913,615,1656,718,5521,1089,4279,3054,6786,8.01,116,1429736,5.65193008,8296,1206.136648,0.506967874,95048259,1,0,0,0,1,0,4,4040276,0,1,1,1,0,1,0,822186,770927,2015410,0,431753,4,4040276,0,1,1,0,1,0,822186,2015410,0,431753,7,4766619,1,4,1,0,1,321452,3537720,355692,0,551755,3,1,0,1,697556,0,348545
541376,4766,134934,46.4,1221,1219,584,654,2108,1084,600,1430,782,3881,44,4568,107,4766,0.4,91,502000,1.62662671,4983,2929.990004,0.516575745,60529067,1,0,0,0,1,0,2,874667,0,1,0,0,0,1,0,740655,0,0,0,134012,2,874667,0,1,0,0,1,0,740655,0,0,134012,5,3268378,0,3,0,1,0,0,2323519,0,417351,0,1,0,0,1,0,0,338604
527287,6674,38063,23.2,487,2594,945,715,812,4889,339,750,444,5968,1407,4165,1262,6485,-0.26,187,1533237,1.72959109,9216,3858.71553,0.539856158,12653895,1,0,0,0,1,0,5,5155059,1,1,0,1,1,1,755194,744403,0,3028721,263347,363394,4,4410656,1,0,1,1,1,755194,0,3028721,263347,363394,7,5644415,1,4,0,1,0,336916,3801957,0,669524,0,2,0,0,0,0,0,0
502202,3966,51764,63.6,1051,977,1200,203,2008,521,405,227,121,3449,148,3668,223,3749,0.07,47,30952,4.98014118,3873,796.3629658,0.475542108,3928981,1,0,0,0,1,0,2,2881062,0,0,0,1,0,1,0,0,0,2387031,0,494031,2,2881062,0,0,1,0,1,0,0,2387031,0,494031,1,242779,1,0,0,0,0,242779,0,0,0,0,1,0,0,1,0,0,312041
483807,5053,61207,45,1567,304,553,596,2436,1250,348,741,362,4038,19,4331,3958,5035,-0.59,60,632151,0.61281031,5461,8245.618452,0.514347912,140522662,1,0,0,0,1,0,9,8187597,1,2,1,1,1,3,653898,2401323,294561,2688695,495150,1653970,2,1161186,1,0,0,0,1,653898,0,0,0,507288,13,9564484,3,10,0,0,0,1258922,8305562,0,0,0,1,1,0,0,1134979,0,0
482310,3426,46515,28.8,662,717,155,333,1009,1380,239,445,147,2471,1101,1973,1078,3354,-0.03,193,664378,1.06364704,4677,3220.99331,0.539696439,83550687,1,0,0,0,1,0,6,5352867,1,1,1,1,1,1,567574,738641,470061,2548414,552378,475799,1,475799,0,0,0,0,1,0,0,0,0,475799,7,4386963,2,4,0,0,1,467862,3574433,0,0,344668,2,1,0,1,483380,0,413292
481957,3696,65732,38.1,826,1000,238,584,1040,1457,630,797,213,3135,57,2422,2677,3696,-0.58,43,171342,0.12357219,3199,29909.64229,0.540854978,140522662,1,0,0,0,1,0,1,401002,0,0,0,0,0,1,0,0,0,0,0,401002,0,0,0,0,0,0,0,0,0,0,0,0,8,7643596,0,5,0,1,2,0,5084831,0,1208356,1350409,1,2,0,0,796207,0,0
473033,3814,82614,51.3,874,1364,711,551,1295,1251,699,839,353,3471,188,3373,501,3784,0.68,113,769158,1.67075534,3621,2282.799826,0.511536445,83705113,1,0,0,0,1,0,2,848596,0,1,0,0,0,1,0,671295,0,0,0,177301,1,177301,0,0,0,0,1,0,0,0,0,177301,10,6474440,0,5,1,1,0,0,3700353,318836,741172,0,2,0,0,0,0,0,0
466065,4380,66216,74.6,1282,1430,2253,145,2497,207,595,1115,622,4292,0,4312,16,4368,2.09,91,311360,3.98213043,4800,1099.913746,0.568721461,3858944,1,0,0,0,1,0,1,1976400,0,0,0,1,0,0,0,0,0,1976400,0,0,1,1976400,0,0,1,0,0,0,0,1976400,0,0,3,1406559,1,1,1,0,0,171629,908927,326003,0,0,1,0,0,0,0,0,0
458671,2956,94083,61.4,866,652,830,158,1533,342,458,707,608,2544,0,2820,209,2956,0.4,31,92512,1.11488214,3268,2651.40134,0.51623816,75792930,1,0,0,0,1,0,1,178773,0,0,0,0,0,1,0,0,0,0,0,178773,0,0,0,0,0,0,0,0,0,0,0,0,4,2140335,0,3,1,0,0,0,1798128,342207,0,0,0,1,0,0,333353,0,0
454293,2413,65278,43.3,624,355,230,273,1005,587,341,393,201,1936,193,1994,160,2344,-0.63,94,177079,3.94369897,3643,611.8621168,0.482801492,7692145,1,0,0,0,1,0,2,2710444,0,0,0,1,0,1,0,0,0,2305034,0,405410,2,2710444,0,0,1,0,1,0,0,2305034,0,405410,1,225589,0,0,1,0,0,0,0,225589,0,0,3,0,0,0,0,0,0
453903,9275,97060,36.6,2252,764,336,1409,3995,2161,863,1489,676,6841,2311,5707,1943,9172,0.88,62,418234,3.07108195,11725,3020.108272,0.468894879,83550687,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3861044,1,3,0,0,1,93406,2381956,0,0,417464,1,0,0,0,0,0,0
436709,5389,101300,66.8,1538,973,1331,399,2957,797,491,1201,1316,4522,115,4693,342,5389,0.47,50,178147,4.20023625,6171,1283.023068,0.542401188,14048289,1,0,0,0,1,0,3,1618269,0,1,0,0,1,1,0,858078,0,0,381637,378554,3,1618269,0,1,0,1,1,0,858078,0,381637,378554,3,1743976,0,1,1,1,0,0,632409,281977,829590,0,5,1,0,1,425778,0,432976
435297,5301,96667,34.8,1322,382,136,770,2486,1032,433,919,585,3943,303,3660,1552,5248,0.49,72,523123,2.5770714,4934,2056.986081,0.516694963,12330615,1,0,0,0,1,0,3,2394339,0,0,1,1,0,1,0,0,204168,1923394,0,266777,1,266777,0,0,0,0,1,0,0,0,0,266777,5,3372636,1,2,0,0,1,333749,2385498,0,0,324534,2,0,0,1,0,0,393463
429195,3766,58333,57.1,936,643,770,260,1559,651,586,464,213,3179,174,3153,586,3756,-0.21,70,55664,7.2702439,4037,518.0018789,0.540361126,2391999,1,0,0,0,1,0,4,4576823,1,1,0,1,0,1,710879,897388,0,2645240,0,323316,3,1931583,1,1,0,0,1,710879,897388,0,0,323316,3,1625207,1,1,0,0,1,316995,1024959,0,0,283253,1,0,0,0,0,0,0
427271,2190,52443,27.8,377,733,208,313,625,1030,198,457,235,1864,338,1667,63,2179,-0.24,251,328280,1.11401786,2356,1965.857172,0.490410959,13327769,1,0,0,0,1,0,5,4121317,0,0,1,2,1,1,0,0,195313,3281865,300310,343829,3,839452,0,0,0,1,1,0,0,0,300310,343829,6,4790573,0,4,0,1,1,0,3945164,0,455722,389687,1,0,0,0,0,0,0
424338,7195,49258,34.1,1500,1003,310,715,2194,2335,965,1117,622,5442,1143,3447,5372,6930,2.27,214,1237709,0.52929823,6169,13593.47074,0.519110493,140522662,1,0,0,0,1,0,1,232559,0,0,0,0,0,1,0,0,0,0,0,232559,1,232559,0,0,0,0,1,0,0,0,0,232559,7,5873370,0,4,0,1,2,0,3815667,0,863779,1193924,3,0,0,1,0,0,301033
423864,3927,109375,26.6,706,225,278,282,1533,1427,178,459,205,2200,217,3161,632,3927,3.09,148,1211652,84.18339192,5485,46.64815601,0.522026993,29010141,1,0,0,0,1,0,3,2358150,0,0,1,1,0,1,0,0,195488,1932920,0,229742,2,425230,0,0,0,0,1,0,0,0,0,229742,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,324403
417388,3895,72950,54,794,1033,704,427,1088,990,1062,561,419,3507,195,3206,520,3838,-0.28,18,17900,1.12906549,3611,3449.755603,0.586392811,45673601,1,0,0,0,1,0,5,4003168,0,1,0,1,1,2,0,1044519,0,1881154,627180,450315,0,0,0,0,0,0,0,0,0,0,0,0,6,4191630,1,4,0,0,0,204175,3392877,0,0,0,1,0,0,0,0,0,0
415341,3498,89741,55.1,900,781,618,354,1728,486,589,778,452,2955,323,2976,497,3477,-0.29,54,225492,0.82198187,3937,4255.568313,0.439108062,95048259,1,0,0,0,1,0,3,1592171,1,0,0,0,0,2,1086355,0,0,0,0,505816,1,147901,0,0,0,0,1,0,0,0,0,147901,11,6999324,2,6,1,0,1,537472,5021535,390019,0,292893,0,0,0,0,0,0,0
414816,4021,55530,28.9,930,89,214,389,1475,1477,278,430,30,3074,172,3628,3648,4007,-0.19,210,620809,0.82824954,4675,4854.817064,0.438199453,140522662,1,0,0,0,1,0,5,5370256,1,1,0,1,1,1,656538,1129082,0,2688068,321619,574949,1,656538,1,0,0,0,0,656538,0,0,0,0,5,4093343,1,2,0,0,1,296086,2663736,0,0,410546,1,1,0,0,487096,0,0
406771,4284,116033,38.6,1075,958,313,604,1991,1255,391,1094,577,3705,247,3672,333,4261,2.05,185,281385,2.86754047,3959,1493.963222,0.490196078,11158763,1,0,0,0,1,0,4,4745635,1,1,0,1,0,1,544598,530858,0,3275683,0,394496,3,4201037,0,1,1,0,1,0,530858,3275683,0,394496,3,2272346,0,1,1,1,0,0,1531016,194367,546963,0,1,0,0,1,0,0,308755
406080,1635,127750,54.2,404,176,247,103,745,272,188,402,204,1264,0,1622,12,1635,-0.48,15,20925,1.016051,1391,1609.171193,0.529663609,17555943,1,0,0,0,1,0,1,250447,0,0,1,0,0,0,0,0,250447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1750320,0,2,1,0,0,0,1546556,203764,0,0,2,0,0,1,0,0,485955
403317,7706,98077,45.8,1884,960,1149,747,3755,1683,759,1224,677,5996,4,7445,859,7691,1.84,44,272768,4.34757527,7875,1772.482251,0.470672203,7009099,1,0,0,0,1,0,5,4055591,1,1,0,1,1,1,514563,579781,0,2242435,391326,327486,3,1298593,0,1,0,1,1,0,579781,0,391326,327486,5,2407263,1,3,0,0,1,273222,1922603,0,0,211438,3,0,0,0,0,0,0
396312,3470,55679,60.5,799,854,897,222,1504,574,511,608,208,2924,237,2862,937,3438,-0.08,23,165522,1.51156649,3916,2295.631732,0.569740634,95048259,1,0,0,0,1,0,4,3986880,0,1,0,1,1,1,0,965613,0,2112448,507181,401638,1,401638,0,0,0,0,1,0,0,0,0,401638,9,6614416,1,6,0,0,1,297929,4906099,0,0,466128,2,1,0,0,592478,0,0
395690,3263,110560,60.5,809,954,854,361,1349,589,509,731,435,2865,42,3070,253,3263,1.63,31,155672,1.26404017,3305,2581.405305,0.569414649,75792930,1,0,0,0,1,0,4,1287022,1,0,1,0,1,1,544366,0,248532,0,282832,211292,0,0,0,0,0,0,0,0,0,0,0,0,7,5420001,0,5,0,1,0,0,3674284,0,991086,0,0,1,0,1,309767,0,395674
394080,6019,70783,53.6,1616,1197,1272,590,2931,1069,556,1319,610,5046,308,4756,1288,6019,13.66,79,241704,11.47462968,6574,524.5485186,0.489948496,9597165,1,0,0,0,1,0,6,5429076,1,1,1,1,1,1,709218,992389,333372,2617882,420439,355776,1,420439,0,0,0,1,0,0,0,0,420439,0,3,2201307,1,2,0,0,0,217756,1983551,0,0,0,1,1,0,1,486906,0,461838
393505,3277,48823,44.7,669,442,442,202,1033,875,359,383,184,2442,194,2615,1040,3215,-0.1,144,352314,2.3085039,3110,1419.534097,0.474519377,29010141,1,0,0,0,1,0,2,594819,0,0,1,0,0,1,0,0,336839,0,0,257980,1,336839,0,0,0,0,0,0,0,0,0,0,7,3860557,1,3,1,0,1,192245,2535413,327219,0,257582,0,1,0,1,462091,0,339711
392484,4978,59957,32.5,1135,1160,392,824,1920,2010,503,1090,515,4278,943,2708,1786,4903,0.41,410,3223808,1.16203028,6970,4283.881484,0.570510245,83705113,1,0,0,0,1,0,6,5167264,0,1,0,2,0,3,0,669750,0,3502616,0,994898,3,1202113,0,1,0,0,2,0,669750,0,0,532363,4,2376836,1,2,0,0,0,130063,1758306,0,0,0,4,1,0,1,345585,0,216774
376088,6071,61667,60.3,1578,1213,1499,326,2660,1038,1079,809,460,5205,481,5521,406,6032,0.11,110,285120,4.84211641,6031,1253.790592,0.532037556,5123076,1,0,0,0,1,0,6,4515730,1,1,1,1,1,1,565021,911032,267525,2210752,359070,202330,5,3950709,0,1,1,1,1,0,911032,2210752,359070,202330,3,1959691,1,1,0,0,0,244671,944952,0,0,0,1,0,0,1,0,0,342255
375449,4664,71528,55.7,1334,474,686,459,2407,1159,456,720,474,4087,445,3760,686,4652,-0.19,30,26675,2.64981318,5416,1760.124085,0.507933105,24277041,1,0,0,0,1,0,6,4582839,1,1,0,1,1,2,566126,602576,0,2229728,455402,729007,2,883438,0,0,0,1,1,0,0,0,455402,428036,8,5019668,1,3,0,0,3,306351,2926731,0,0,1167827,1,0,0,1,0,0,257867
374136,2639,135278,58,776,367,406,400,1463,361,312,628,507,2221,32,2438,93,2639,0.28,38,164734,3.05219664,2482,864.6231915,0.470253884,17555943,1,0,0,0,1,0,1,1409897,0,0,0,1,0,0,0,0,0,1409897,0,0,1,1409897,0,0,1,0,0,0,0,1409897,0,0,5,4080164,0,3,0,1,0,0,2665992,0,972536,0,1,0,0,0,0,0,0
367379,4371,51961,57.4,1077,1069,912,431,2110,978,370,888,986,3609,46,3065,1498,4371,-0.13,11,22905,1.25967745,4601,3469.935895,0.540379776,75792930,1,0,0,0,1,0,5,4191053,1,1,1,1,0,1,660835,1143258,328957,1660974,0,397029,1,397029,0,0,0,0,1,0,0,0,0,397029,8,5725808,1,5,1,0,1,340853,4596941,321886,0,466128,1,1,0,1,388285,0,569734
363170,7927,44271,34.6,1759,1190,689,706,2365,2505,849,745,207,5844,5564,1651,1551,7727,1.37,341,2445457,1.64851374,7415,4808.573813,0.587864261,95048259,1,0,0,0,1,0,6,3185106,0,1,2,0,1,2,0,1589143,564964,0,348749,682250,3,2271619,0,1,0,0,1,0,1589143,0,0,366296,8,6313143,1,5,0,0,1,383014,4879932,0,0,286012,1,1,0,1,432420,0,339994
360793,5179,60997,37.9,1201,628,314,629,1535,1958,601,458,248,3814,1716,2687,1148,5137,0.47,58,229064,1.5842232,4983,3269.11006,0.50878548,75792930,1,0,0,0,1,0,6,5178393,1,1,1,1,1,1,693216,1172015,315678,2207595,534774,255115,1,2207595,0,0,1,0,0,0,0,2207595,0,0,7,5138662,1,5,0,0,0,63477,4530525,0,0,0,2,1,0,0,330921,0,0
360382,6359,67500,36.2,1498,701,608,565,2417,1320,948,843,283,4529,2292,3415,210,6312,0.72,110,575680,51.61293002,8099,123.205561,0.568013839,60529067,1,0,0,0,1,0,4,3584236,1,0,1,1,0,1,664432,0,234146,2275896,0,409762,4,3584236,1,0,1,0,1,664432,0,2275896,0,409762,3,2225994,1,1,0,0,1,244801,1450882,0,0,530311,1,0,0,0,0,0,0
358726,4312,105625,41.8,1075,274,220,540,1870,1090,309,673,525,3232,787,3237,1100,4252,-0.31,16,75636,0.86876167,4194,4963.386564,0.536410019,95048259,1,0,0,0,1,0,6,5651942,1,0,1,2,0,2,538537,0,516943,3854703,0,741759,1,396767,0,0,0,0,1,0,0,0,0,396767,11,7430407,1,7,1,0,0,296681,5824711,357329,0,0,1,1,0,0,344990,0,0
358512,4113,60640,37.1,987,343,148,620,1637,1004,332,432,96,2855,596,2498,2099,4079,-0.13,117,310875,0.93024769,4119,4421.403078,0.517383905,83705113,1,0,0,0,1,0,2,2759853,0,0,0,1,0,1,0,0,0,2330887,0,428966,1,428966,0,0,0,0,1,0,0,0,0,428966,4,2597294,1,2,0,0,0,257554,1452682,0,0,0,0,0,0,1,0,0,318395
